id,name,type,tactics,description,severity,cvss_score,cvss_vector
CVE-2021-5283,CVE-566,CVE,privilege-escalation,Critical vulnerability in software 566 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T7496,TTP-567,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 567.,critical,,
T1424,TTP-568,TTP,discovery,Adversaries may perform malicious activity related to TTP 568.,high,,
T4712,TTP-569,TTP,persistence,Adversaries may perform malicious activity related to TTP 569.,high,,
CVE-2025-4479,CVE-570,CVE,initial-access,Critical vulnerability in software 570 allowing remote exploitation.,critical,7.0,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T4703,TTP-571,TTP,persistence,Adversaries may perform malicious activity related to TTP 571.,critical,,
CVE-2020-2214,CVE-572,CVE,execution,Critical vulnerability in software 572 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2023-3364,CVE-573,CVE,execution,Critical vulnerability in software 573 allowing remote exploitation.,high,7.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2024-4642,CVE-574,CVE,execution,Critical vulnerability in software 574 allowing remote exploitation.,critical,7.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-4047,CVE-575,CVE,execution,Critical vulnerability in software 575 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2022-4283,CVE-576,CVE,privilege-escalation,Critical vulnerability in software 576 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-8109,CVE-577,CVE,initial-access,Critical vulnerability in software 577 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2021-1514,CVE-578,CVE,initial-access,Critical vulnerability in software 578 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-5566,CVE-579,CVE,execution,Critical vulnerability in software 579 allowing remote exploitation.,critical,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2021-4058,CVE-580,CVE,execution,Critical vulnerability in software 580 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2025-7044,CVE-581,CVE,initial-access,Critical vulnerability in software 581 allowing remote exploitation.,high,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T7679,TTP-582,TTP,execution,Adversaries may perform malicious activity related to TTP 582.,critical,,
CVE-2023-3486,CVE-583,CVE,execution,Critical vulnerability in software 583 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2020-7232,CVE-584,CVE,initial-access,Critical vulnerability in software 584 allowing remote exploitation.,high,7.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T1306,TTP-585,TTP,impact,Adversaries may perform malicious activity related to TTP 585.,high,,
CVE-2024-9225,CVE-586,CVE,privilege-escalation,Critical vulnerability in software 586 allowing remote exploitation.,critical,8.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2020-7009,CVE-587,CVE,privilege-escalation,Critical vulnerability in software 587 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T2091,TTP-588,TTP,discovery,Adversaries may perform malicious activity related to TTP 588.,critical,,
CVE-2024-3821,CVE-589,CVE,privilege-escalation,Critical vulnerability in software 589 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2024-6779,CVE-590,CVE,privilege-escalation,Critical vulnerability in software 590 allowing remote exploitation.,high,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T6427,TTP-591,TTP,impact,Adversaries may perform malicious activity related to TTP 591.,medium,,
T1156,TTP-592,TTP,impact,Adversaries may perform malicious activity related to TTP 592.,critical,,
CVE-2024-6416,CVE-593,CVE,initial-access,Critical vulnerability in software 593 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T4796,TTP-594,TTP,persistence,Adversaries may perform malicious activity related to TTP 594.,medium,,
T8332,TTP-595,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 595.,critical,,
CVE-2024-9596,CVE-596,CVE,privilege-escalation,Critical vulnerability in software 596 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T3029,TTP-597,TTP,impact,Adversaries may perform malicious activity related to TTP 597.,critical,,
CVE-2022-1388,CVE-598,CVE,privilege-escalation,Critical vulnerability in software 598 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T2458,TTP-599,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 599.,medium,,
CVE-2023-5251,CVE-600,CVE,initial-access,Critical vulnerability in software 600 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2020-6031,CVE-601,CVE,privilege-escalation,Critical vulnerability in software 601 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-9217,CVE-602,CVE,privilege-escalation,Critical vulnerability in software 602 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
CVE-2020-4071,CVE-603,CVE,privilege-escalation,Critical vulnerability in software 603 allowing remote exploitation.,critical,9.7,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T8536,TTP-604,TTP,execution,Adversaries may perform malicious activity related to TTP 604.,medium,,
CVE-2023-4267,CVE-605,CVE,initial-access,Critical vulnerability in software 605 allowing remote exploitation.,critical,7.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-1337,CVE-606,CVE,privilege-escalation,Critical vulnerability in software 606 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T1915,TTP-607,TTP,persistence,Adversaries may perform malicious activity related to TTP 607.,high,,
T9529,TTP-608,TTP,impact,Adversaries may perform malicious activity related to TTP 608.,critical,,
CVE-2022-2441,CVE-609,CVE,privilege-escalation,Critical vulnerability in software 609 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T1615,TTP-610,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 610.,critical,,
CVE-2021-8045,CVE-611,CVE,privilege-escalation,Critical vulnerability in software 611 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2024-9163,CVE-612,CVE,execution,Critical vulnerability in software 612 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T4886,TTP-613,TTP,discovery,Adversaries may perform malicious activity related to TTP 613.,high,,
T2760,TTP-614,TTP,persistence,Adversaries may perform malicious activity related to TTP 614.,critical,,
CVE-2024-2871,CVE-615,CVE,execution,Critical vulnerability in software 615 allowing remote exploitation.,high,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T8682,TTP-616,TTP,persistence,Adversaries may perform malicious activity related to TTP 616.,critical,,
CVE-2025-8060,CVE-617,CVE,initial-access,Critical vulnerability in software 617 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-7298,CVE-618,CVE,execution,Critical vulnerability in software 618 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7373,TTP-619,TTP,impact,Adversaries may perform malicious activity related to TTP 619.,high,,
CVE-2025-7487,CVE-620,CVE,privilege-escalation,Critical vulnerability in software 620 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-7432,CVE-621,CVE,execution,Critical vulnerability in software 621 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T9711,TTP-622,TTP,discovery,Adversaries may perform malicious activity related to TTP 622.,high,,
T4720,TTP-623,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 623.,high,,
CVE-2022-2483,CVE-624,CVE,privilege-escalation,Critical vulnerability in software 624 allowing remote exploitation.,high,8.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T1796,TTP-625,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 625.,medium,,
T9320,TTP-626,TTP,impact,Adversaries may perform malicious activity related to TTP 626.,critical,,
T2553,TTP-627,TTP,execution,Adversaries may perform malicious activity related to TTP 627.,medium,,
CVE-2020-2752,CVE-628,CVE,initial-access,Critical vulnerability in software 628 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2024-5205,CVE-629,CVE,privilege-escalation,Critical vulnerability in software 629 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T2734,TTP-630,TTP,discovery,Adversaries may perform malicious activity related to TTP 630.,medium,,
T2824,TTP-631,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 631.,critical,,
CVE-2025-8289,CVE-632,CVE,privilege-escalation,Critical vulnerability in software 632 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2024-4271,CVE-633,CVE,privilege-escalation,Critical vulnerability in software 633 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2024-3600,CVE-634,CVE,privilege-escalation,Critical vulnerability in software 634 allowing remote exploitation.,high,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2023-7497,CVE-635,CVE,initial-access,Critical vulnerability in software 635 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T4079,TTP-636,TTP,execution,Adversaries may perform malicious activity related to TTP 636.,high,,
CVE-2023-3109,CVE-637,CVE,execution,Critical vulnerability in software 637 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-2900,CVE-638,CVE,execution,Critical vulnerability in software 638 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
T7599,TTP-639,TTP,discovery,Adversaries may perform malicious activity related to TTP 639.,critical,,
CVE-2023-4761,CVE-640,CVE,execution,Critical vulnerability in software 640 allowing remote exploitation.,critical,7.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T9863,TTP-641,TTP,execution,Adversaries may perform malicious activity related to TTP 641.,critical,,
CVE-2021-1344,CVE-642,CVE,initial-access,Critical vulnerability in software 642 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T4076,TTP-643,TTP,discovery,Adversaries may perform malicious activity related to TTP 643.,critical,,
T5869,TTP-644,TTP,persistence,Adversaries may perform malicious activity related to TTP 644.,medium,,
CVE-2021-9149,CVE-645,CVE,initial-access,Critical vulnerability in software 645 allowing remote exploitation.,high,8.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T5570,TTP-646,TTP,discovery,Adversaries may perform malicious activity related to TTP 646.,high,,
CVE-2021-1825,CVE-647,CVE,execution,Critical vulnerability in software 647 allowing remote exploitation.,high,9.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T4402,TTP-648,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 648.,medium,,
CVE-2021-3993,CVE-649,CVE,privilege-escalation,Critical vulnerability in software 649 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T2840,TTP-650,TTP,discovery,Adversaries may perform malicious activity related to TTP 650.,critical,,
T1287,TTP-651,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 651.,critical,,
CVE-2021-5135,CVE-652,CVE,execution,Critical vulnerability in software 652 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
CVE-2025-6050,CVE-653,CVE,initial-access,Critical vulnerability in software 653 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T3421,TTP-654,TTP,execution,Adversaries may perform malicious activity related to TTP 654.,high,,
T1992,TTP-655,TTP,execution,Adversaries may perform malicious activity related to TTP 655.,high,,
T5593,TTP-656,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 656.,medium,,
T2325,TTP-657,TTP,impact,Adversaries may perform malicious activity related to TTP 657.,critical,,
CVE-2024-2766,CVE-658,CVE,execution,Critical vulnerability in software 658 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2022-8732,CVE-659,CVE,initial-access,Critical vulnerability in software 659 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2021-1922,CVE-660,CVE,execution,Critical vulnerability in software 660 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2020-7538,CVE-661,CVE,privilege-escalation,Critical vulnerability in software 661 allowing remote exploitation.,critical,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2025-9428,CVE-662,CVE,privilege-escalation,Critical vulnerability in software 662 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2025-5042,CVE-663,CVE,execution,Critical vulnerability in software 663 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
T5648,TTP-664,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 664.,medium,,
CVE-2021-2259,CVE-665,CVE,privilege-escalation,Critical vulnerability in software 665 allowing remote exploitation.,high,7.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2021-5526,CVE-666,CVE,execution,Critical vulnerability in software 666 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2020-2187,CVE-667,CVE,initial-access,Critical vulnerability in software 667 allowing remote exploitation.,critical,8.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2020-5591,CVE-668,CVE,execution,Critical vulnerability in software 668 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
CVE-2023-5732,CVE-669,CVE,execution,Critical vulnerability in software 669 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2020-5227,CVE-670,CVE,initial-access,Critical vulnerability in software 670 allowing remote exploitation.,high,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
T1308,TTP-671,TTP,execution,Adversaries may perform malicious activity related to TTP 671.,medium,,
T6386,TTP-672,TTP,execution,Adversaries may perform malicious activity related to TTP 672.,medium,,
CVE-2021-1435,CVE-673,CVE,initial-access,Critical vulnerability in software 673 allowing remote exploitation.,critical,8.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-6667,CVE-674,CVE,execution,Critical vulnerability in software 674 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T4513,TTP-675,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 675.,medium,,
CVE-2025-9595,CVE-676,CVE,privilege-escalation,Critical vulnerability in software 676 allowing remote exploitation.,high,9.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H
T8011,TTP-677,TTP,execution,Adversaries may perform malicious activity related to TTP 677.,medium,,
CVE-2021-3526,CVE-678,CVE,privilege-escalation,Critical vulnerability in software 678 allowing remote exploitation.,high,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2022-1145,CVE-679,CVE,privilege-escalation,Critical vulnerability in software 679 allowing remote exploitation.,critical,9.6,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2025-8762,CVE-680,CVE,privilege-escalation,Critical vulnerability in software 680 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-3094,CVE-681,CVE,privilege-escalation,Critical vulnerability in software 681 allowing remote exploitation.,critical,8.9,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
CVE-2024-1876,CVE-682,CVE,initial-access,Critical vulnerability in software 682 allowing remote exploitation.,high,9.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T5207,TTP-683,TTP,discovery,Adversaries may perform malicious activity related to TTP 683.,medium,,
CVE-2023-1736,CVE-684,CVE,execution,Critical vulnerability in software 684 allowing remote exploitation.,critical,8.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T8746,TTP-685,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 685.,critical,,
CVE-2023-5043,CVE-686,CVE,privilege-escalation,Critical vulnerability in software 686 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2020-1625,CVE-687,CVE,privilege-escalation,Critical vulnerability in software 687 allowing remote exploitation.,critical,9.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2021-1680,CVE-688,CVE,initial-access,Critical vulnerability in software 688 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T6927,TTP-689,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 689.,critical,,
T2459,TTP-690,TTP,impact,Adversaries may perform malicious activity related to TTP 690.,high,,
T7630,TTP-691,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 691.,medium,,
T9921,TTP-692,TTP,impact,Adversaries may perform malicious activity related to TTP 692.,critical,,
T4118,TTP-693,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 693.,high,,
T4227,TTP-694,TTP,discovery,Adversaries may perform malicious activity related to TTP 694.,high,,
CVE-2023-8243,CVE-695,CVE,initial-access,Critical vulnerability in software 695 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T7102,TTP-696,TTP,impact,Adversaries may perform malicious activity related to TTP 696.,critical,,
CVE-2022-1578,CVE-697,CVE,initial-access,Critical vulnerability in software 697 allowing remote exploitation.,critical,8.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
T2403,TTP-698,TTP,impact,Adversaries may perform malicious activity related to TTP 698.,medium,,
T3612,TTP-699,TTP,impact,Adversaries may perform malicious activity related to TTP 699.,critical,,
T9354,TTP-700,TTP,impact,Adversaries may perform malicious activity related to TTP 700.,high,,
CVE-2024-4233,CVE-701,CVE,privilege-escalation,Critical vulnerability in software 701 allowing remote exploitation.,critical,7.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2025-1057,CVE-702,CVE,initial-access,Critical vulnerability in software 702 allowing remote exploitation.,high,7.9,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:H/I:H/A:H
CVE-2020-2677,CVE-703,CVE,privilege-escalation,Critical vulnerability in software 703 allowing remote exploitation.,high,7.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7464,TTP-704,TTP,discovery,Adversaries may perform malicious activity related to TTP 704.,high,,
T5831,TTP-705,TTP,impact,Adversaries may perform malicious activity related to TTP 705.,critical,,
T4523,TTP-706,TTP,persistence,Adversaries may perform malicious activity related to TTP 706.,medium,,
CVE-2020-2788,CVE-707,CVE,initial-access,Critical vulnerability in software 707 allowing remote exploitation.,high,9.0,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
T5341,TTP-708,TTP,discovery,Adversaries may perform malicious activity related to TTP 708.,medium,,
CVE-2021-4566,CVE-709,CVE,execution,Critical vulnerability in software 709 allowing remote exploitation.,high,7.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T7107,TTP-710,TTP,impact,Adversaries may perform malicious activity related to TTP 710.,critical,,
T8561,TTP-711,TTP,execution,Adversaries may perform malicious activity related to TTP 711.,high,,
T1903,TTP-712,TTP,execution,Adversaries may perform malicious activity related to TTP 712.,medium,,
CVE-2022-7016,CVE-713,CVE,initial-access,Critical vulnerability in software 713 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:H
T8416,TTP-714,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 714.,critical,,
CVE-2022-8980,CVE-715,CVE,execution,Critical vulnerability in software 715 allowing remote exploitation.,critical,7.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T4434,TTP-716,TTP,execution,Adversaries may perform malicious activity related to TTP 716.,high,,
CVE-2023-7979,CVE-717,CVE,execution,Critical vulnerability in software 717 allowing remote exploitation.,high,9.2,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H
T7848,TTP-718,TTP,discovery,Adversaries may perform malicious activity related to TTP 718.,critical,,
T8493,TTP-719,TTP,defense-evasion,Adversaries may perform malicious activity related to TTP 719.,medium,,
T8484,TTP-720,TTP,impact,Adversaries may perform malicious activity related to TTP 720.,critical,,
CVE-2022-2010,CVE-721,CVE,execution,Critical vulnerability in software 721 allowing remote exploitation.,high,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H
CVE-2024-3872,CVE-722,CVE,initial-access,Critical vulnerability in software 722 allowing remote exploitation.,high,7.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T4811,TTP-723,TTP,persistence,Adversaries may perform malicious activity related to TTP 723.,high,,
CVE-2023-4339,CVE-724,CVE,execution,Critical vulnerability in software 724 allowing remote exploitation.,high,8.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
CVE-2023-4208,CVE-725,CVE,execution,Critical vulnerability in software 725 allowing remote exploitation.,high,8.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
T4784,TTP-726,TTP,discovery,Adversaries may perform malicious activity related to TTP 726.,medium,,
CVE-2020-1431,CVE-727,CVE,initial-access,Critical vulnerability in software 727 allowing remote exploitation.,critical,8.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T5682,TTP-728,TTP,execution,Adversaries may perform malicious activity related to TTP 728.,high,,
CVE-2022-5670,CVE-729,CVE,execution,Critical vulnerability in software 729 allowing remote exploitation.,high,8.4,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T1340,TTP-730,TTP,impact,Adversaries may perform malicious activity related to TTP 730.,high,,
T4561,TTP-731,TTP,impact,Adversaries may perform malicious activity related to TTP 731.,critical,,
CVE-2020-3386,CVE-732,CVE,execution,Critical vulnerability in software 732 allowing remote exploitation.,critical,8.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:H/I:H/A:H
CVE-2024-3526,CVE-733,CVE,initial-access,Critical vulnerability in software 733 allowing remote exploitation.,critical,7.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:U/C:H/I:H/A:H
CVE-2025-7262,CVE-734,CVE,execution,Critical vulnerability in software 734 allowing remote exploitation.,critical,8.6,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
CVE-2025-8893,CVE-735,CVE,privilege-escalation,Critical vulnerability in software 735 allowing remote exploitation.,critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:H/I:H/A:H
CVE-2025-9448,CVE-736,CVE,initial-access,Critical vulnerability in software 736 allowing remote exploitation.,critical,9.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:C/C:H/I:H/A:H
CVE-2023-6858,CVE-737,CVE,execution,Critical vulnerability in software 737 allowing remote exploitation.,critical,9.4,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T9187,TTP-738,TTP,discovery,Adversaries may perform malicious activity related to TTP 738.,medium,,
CVE-2024-6210,CVE-739,CVE,initial-access,Critical vulnerability in software 739 allowing remote exploitation.,critical,8.2,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:C/C:H/I:H/A:H
T2875,TTP-740,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 740.,high,,
T4884,TTP-741,TTP,discovery,Adversaries may perform malicious activity related to TTP 741.,high,,
T2452,TTP-742,TTP,discovery,Adversaries may perform malicious activity related to TTP 742.,high,,
CVE-2023-8899,CVE-743,CVE,privilege-escalation,Critical vulnerability in software 743 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H
T1295,TTP-744,TTP,execution,Adversaries may perform malicious activity related to TTP 744.,high,,
CVE-2021-1332,CVE-745,CVE,privilege-escalation,Critical vulnerability in software 745 allowing remote exploitation.,critical,8.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T6339,TTP-746,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 746.,medium,,
T5740,TTP-747,TTP,execution,Adversaries may perform malicious activity related to TTP 747.,high,,
T9528,TTP-748,TTP,persistence,Adversaries may perform malicious activity related to TTP 748.,high,,
CVE-2020-6394,CVE-749,CVE,execution,Critical vulnerability in software 749 allowing remote exploitation.,critical,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H
T9488,TTP-750,TTP,lateral-movement,Adversaries may perform malicious activity related to TTP 750.,critical,,
