source,target,type,impact_score,mitigation
T1340,IT-02154,TARGETS,0.61,Isoler IT-02154 et appliquer les correctifs pour T1340.
T6671,IT-03147,TARGETS,0.71,Isoler IT-03147 et appliquer les correctifs pour T6671.
T4650,IT-04070,TARGETS,0.98,Isoler IT-04070 et appliquer les correctifs pour T4650.
T8721,IT-01040,TARGETS,0.56,Isoler IT-01040 et appliquer les correctifs pour T8721.
CVE-2025-8643,IT-04917,TARGETS,0.56,Isoler IT-04917 et appliquer les correctifs pour CVE-2025-8643.
T1783,IT-07029,TARGETS,0.78,Isoler IT-07029 et appliquer les correctifs pour T1783.
T8817,IT-02406,TARGETS,0.79,Isoler IT-02406 et appliquer les correctifs pour T8817.
CVE-2025-4851,IT-03559,TARGETS,0.54,Isoler IT-03559 et appliquer les correctifs pour CVE-2025-4851.
CVE-2020-5608,IT-08349,TARGETS,0.76,Isoler IT-08349 et appliquer les correctifs pour CVE-2020-5608.
CVE-2021-4239,IT-09270,TARGETS,0.96,Isoler IT-09270 et appliquer les correctifs pour CVE-2021-4239.
T4372,IT-08247,TARGETS,0.66,Isoler IT-08247 et appliquer les correctifs pour T4372.
CVE-2024-3778,IT-05471,TARGETS,0.74,Isoler IT-05471 et appliquer les correctifs pour CVE-2024-3778.
CVE-2025-2688,IT-05475,TARGETS,0.86,Isoler IT-05475 et appliquer les correctifs pour CVE-2025-2688.
T4116,IT-04564,TARGETS,0.74,Isoler IT-04564 et appliquer les correctifs pour T4116.
CVE-2024-5205,IT-02215,TARGETS,0.68,Isoler IT-02215 et appliquer les correctifs pour CVE-2024-5205.
T2130,IT-07327,TARGETS,0.77,Isoler IT-07327 et appliquer les correctifs pour T2130.
CVE-2021-5283,IT-01605,TARGETS,0.9,Isoler IT-01605 et appliquer les correctifs pour CVE-2021-5283.
T1906,IT-08094,TARGETS,0.6,Isoler IT-08094 et appliquer les correctifs pour T1906.
CVE-2024-6210,IT-01654,TARGETS,0.73,Isoler IT-01654 et appliquer les correctifs pour CVE-2024-6210.
CVE-2024-2900,IT-07577,TARGETS,0.71,Isoler IT-07577 et appliquer les correctifs pour CVE-2024-2900.
CVE-2020-3386,IT-09755,TARGETS,0.68,Isoler IT-09755 et appliquer les correctifs pour CVE-2020-3386.
T1277,IT-02024,TARGETS,0.87,Isoler IT-02024 et appliquer les correctifs pour T1277.
CVE-2022-1361,IT-07124,TARGETS,0.79,Isoler IT-07124 et appliquer les correctifs pour CVE-2022-1361.
CVE-2025-7034,IT-01320,TARGETS,0.94,Isoler IT-01320 et appliquer les correctifs pour CVE-2025-7034.
T6144,IT-07251,TARGETS,0.76,Isoler IT-07251 et appliquer les correctifs pour T6144.
CVE-2020-2199,IT-05039,TARGETS,0.78,Isoler IT-05039 et appliquer les correctifs pour CVE-2020-2199.
CVE-2022-5174,IT-00057,TARGETS,0.96,Isoler IT-00057 et appliquer les correctifs pour CVE-2022-5174.
CVE-2021-9210,IT-08521,TARGETS,0.63,Isoler IT-08521 et appliquer les correctifs pour CVE-2021-9210.
CVE-2025-2913,IT-02771,TARGETS,0.77,Isoler IT-02771 et appliquer les correctifs pour CVE-2025-2913.
CVE-2020-1431,IT-03049,TARGETS,0.93,Isoler IT-03049 et appliquer les correctifs pour CVE-2020-1431.
T8551,IT-00232,TARGETS,0.86,Isoler IT-00232 et appliquer les correctifs pour T8551.
T2954,IT-01427,TARGETS,0.56,Isoler IT-01427 et appliquer les correctifs pour T2954.
T1424,IT-07696,TARGETS,0.64,Isoler IT-07696 et appliquer les correctifs pour T1424.
T1128,IT-03574,TARGETS,0.96,Isoler IT-03574 et appliquer les correctifs pour T1128.
CVE-2021-6917,IT-09954,TARGETS,0.59,Isoler IT-09954 et appliquer les correctifs pour CVE-2021-6917.
T4582,IT-01312,TARGETS,0.59,Isoler IT-01312 et appliquer les correctifs pour T4582.
CVE-2021-4566,IT-08266,TARGETS,0.62,Isoler IT-08266 et appliquer les correctifs pour CVE-2021-4566.
T3122,IT-07033,TARGETS,0.59,Isoler IT-07033 et appliquer les correctifs pour T3122.
T6079,IT-02491,TARGETS,0.53,Isoler IT-02491 et appliquer les correctifs pour T6079.
T8356,IT-04799,TARGETS,0.67,Isoler IT-04799 et appliquer les correctifs pour T8356.
CVE-2020-5857,IT-04920,TARGETS,0.86,Isoler IT-04920 et appliquer les correctifs pour CVE-2020-5857.
CVE-2020-4975,IT-08803,TARGETS,0.97,Isoler IT-08803 et appliquer les correctifs pour CVE-2020-4975.
CVE-2023-7979,IT-05767,TARGETS,0.83,Isoler IT-05767 et appliquer les correctifs pour CVE-2023-7979.
T1087,IT-05216,TARGETS,0.65,Isoler IT-05216 et appliquer les correctifs pour T1087.
T8356,IT-06529,TARGETS,0.71,Isoler IT-06529 et appliquer les correctifs pour T8356.
T3764,IT-08505,TARGETS,0.65,Isoler IT-08505 et appliquer les correctifs pour T3764.
T8746,IT-06662,TARGETS,0.63,Isoler IT-06662 et appliquer les correctifs pour T8746.
CVE-2022-9768,IT-03971,TARGETS,0.58,Isoler IT-03971 et appliquer les correctifs pour CVE-2022-9768.
CVE-2024-3600,IT-06386,TARGETS,0.81,Isoler IT-06386 et appliquer les correctifs pour CVE-2024-3600.
T5351,IT-02014,TARGETS,0.58,Isoler IT-02014 et appliquer les correctifs pour T5351.
CVE-2022-2291,IT-01440,TARGETS,0.85,Isoler IT-01440 et appliquer les correctifs pour CVE-2022-2291.
CVE-2024-4172,IT-03346,TARGETS,0.54,Isoler IT-03346 et appliquer les correctifs pour CVE-2024-4172.
CVE-2024-4936,IT-09857,TARGETS,1.0,Isoler IT-09857 et appliquer les correctifs pour CVE-2024-4936.
CVE-2021-7498,IT-04465,TARGETS,0.82,Isoler IT-04465 et appliquer les correctifs pour CVE-2021-7498.
T1562.002,IT-04585,TARGETS,0.73,Isoler IT-04585 et appliquer les correctifs pour T1562.002.
T2344,IT-02110,TARGETS,0.71,Isoler IT-02110 et appliquer les correctifs pour T2344.
CVE-2021-6482,IT-05834,TARGETS,0.56,Isoler IT-05834 et appliquer les correctifs pour CVE-2021-6482.
T3835,IT-05339,TARGETS,0.81,Isoler IT-05339 et appliquer les correctifs pour T3835.
CVE-2024-6111,IT-08140,TARGETS,0.86,Isoler IT-08140 et appliquer les correctifs pour CVE-2024-6111.
CVE-2020-7647,IT-05408,TARGETS,0.79,Isoler IT-05408 et appliquer les correctifs pour CVE-2020-7647.
T2626,IT-00681,TARGETS,0.89,Isoler IT-00681 et appliquer les correctifs pour T2626.
CVE-2020-9526,IT-07773,TARGETS,0.99,Isoler IT-07773 et appliquer les correctifs pour CVE-2020-9526.
T1151,IT-01572,TARGETS,0.57,Isoler IT-01572 et appliquer les correctifs pour T1151.
CVE-2024-8157,IT-05262,TARGETS,0.71,Isoler IT-05262 et appliquer les correctifs pour CVE-2024-8157.
T8201,IT-08839,TARGETS,0.96,Isoler IT-08839 et appliquer les correctifs pour T8201.
CVE-2024-3239,IT-04114,TARGETS,0.55,Isoler IT-04114 et appliquer les correctifs pour CVE-2024-3239.
T1905,IT-06639,TARGETS,0.66,Isoler IT-06639 et appliquer les correctifs pour T1905.
CVE-2024-9832,IT-01804,TARGETS,0.73,Isoler IT-01804 et appliquer les correctifs pour CVE-2024-9832.
T1486,IT-06361,TARGETS,0.54,Isoler IT-06361 et appliquer les correctifs pour T1486.
CVE-2023-4140,IT-00633,TARGETS,0.59,Isoler IT-00633 et appliquer les correctifs pour CVE-2023-4140.
T5542,IT-02674,TARGETS,0.89,Isoler IT-02674 et appliquer les correctifs pour T5542.
T4079,IT-03655,TARGETS,0.52,Isoler IT-03655 et appliquer les correctifs pour T4079.
T8856,IT-01144,TARGETS,0.96,Isoler IT-01144 et appliquer les correctifs pour T8856.
T4285,IT-07115,TARGETS,0.69,Isoler IT-07115 et appliquer les correctifs pour T4285.
CVE-2024-9024,IT-09510,TARGETS,0.98,Isoler IT-09510 et appliquer les correctifs pour CVE-2024-9024.
CVE-2021-2259,IT-05894,TARGETS,0.9,Isoler IT-05894 et appliquer les correctifs pour CVE-2021-2259.
CVE-2024-2160,IT-00976,TARGETS,0.57,Isoler IT-00976 et appliquer les correctifs pour CVE-2024-2160.
CVE-2022-1680,IT-05749,TARGETS,0.59,Isoler IT-05749 et appliquer les correctifs pour CVE-2022-1680.
CVE-2024-2304,IT-03317,TARGETS,0.97,Isoler IT-03317 et appliquer les correctifs pour CVE-2024-2304.
T7848,IT-01742,TARGETS,0.84,Isoler IT-01742 et appliquer les correctifs pour T7848.
CVE-2021-1680,IT-02689,TARGETS,0.92,Isoler IT-02689 et appliquer les correctifs pour CVE-2021-1680.
CVE-2020-7882,IT-06497,TARGETS,0.91,Isoler IT-06497 et appliquer les correctifs pour CVE-2020-7882.
T6323,IT-09329,TARGETS,0.52,Isoler IT-09329 et appliquer les correctifs pour T6323.
CVE-2020-9688,IT-08506,TARGETS,0.88,Isoler IT-08506 et appliquer les correctifs pour CVE-2020-9688.
T9103,IT-04297,TARGETS,0.96,Isoler IT-04297 et appliquer les correctifs pour T9103.
T4997,IT-05826,TARGETS,0.86,Isoler IT-05826 et appliquer les correctifs pour T4997.
CVE-2020-7240,IT-01001,TARGETS,0.81,Isoler IT-01001 et appliquer les correctifs pour CVE-2020-7240.
T3645,IT-01753,TARGETS,0.78,Isoler IT-01753 et appliquer les correctifs pour T3645.
CVE-2021-5994,IT-07886,TARGETS,0.75,Isoler IT-07886 et appliquer les correctifs pour CVE-2021-5994.
T6320,IT-08097,TARGETS,0.72,Isoler IT-08097 et appliquer les correctifs pour T6320.
T6956,IT-09578,TARGETS,0.57,Isoler IT-09578 et appliquer les correctifs pour T6956.
T6868,IT-05223,TARGETS,0.73,Isoler IT-05223 et appliquer les correctifs pour T6868.
T3544,IT-09506,TARGETS,0.62,Isoler IT-09506 et appliquer les correctifs pour T3544.
CVE-2022-7624,IT-00814,TARGETS,0.59,Isoler IT-00814 et appliquer les correctifs pour CVE-2022-7624.
T4841,IT-03361,TARGETS,0.81,Isoler IT-03361 et appliquer les correctifs pour T4841.
T2452,IT-09424,TARGETS,0.62,Isoler IT-09424 et appliquer les correctifs pour T2452.
CVE-2021-2629,IT-00437,TARGETS,0.72,Isoler IT-00437 et appliquer les correctifs pour CVE-2021-2629.
T9840,IT-02552,TARGETS,0.92,Isoler IT-02552 et appliquer les correctifs pour T9840.
CVE-2020-3654,IT-10000,TARGETS,0.97,Isoler IT-10000 et appliquer les correctifs pour CVE-2020-3654.
CVE-2025-8109,IT-07632,TARGETS,0.87,Isoler IT-07632 et appliquer les correctifs pour CVE-2025-8109.
T4582,IT-01470,TARGETS,0.63,Isoler IT-01470 et appliquer les correctifs pour T4582.
T6486,IT-00108,TARGETS,0.83,Isoler IT-00108 et appliquer les correctifs pour T6486.
CVE-2024-5159,IT-00208,TARGETS,0.52,Isoler IT-00208 et appliquer les correctifs pour CVE-2024-5159.
T1039,IT-09339,TARGETS,0.52,Isoler IT-09339 et appliquer les correctifs pour T1039.
T5824,IT-01345,TARGETS,0.74,Isoler IT-01345 et appliquer les correctifs pour T5824.
T6007,IT-04741,TARGETS,0.67,Isoler IT-04741 et appliquer les correctifs pour T6007.
CVE-2023-3371,IT-05700,TARGETS,0.95,Isoler IT-05700 et appliquer les correctifs pour CVE-2023-3371.
CVE-2021-9149,IT-01261,TARGETS,0.83,Isoler IT-01261 et appliquer les correctifs pour CVE-2021-9149.
CVE-2025-9804,IT-00645,TARGETS,0.63,Isoler IT-00645 et appliquer les correctifs pour CVE-2025-9804.
T3776,IT-02321,TARGETS,0.53,Isoler IT-02321 et appliquer les correctifs pour T3776.
T2592,IT-01689,TARGETS,0.84,Isoler IT-01689 et appliquer les correctifs pour T2592.
T5648,IT-01353,TARGETS,0.7,Isoler IT-01353 et appliquer les correctifs pour T5648.
T5619,IT-04637,TARGETS,0.66,Isoler IT-04637 et appliquer les correctifs pour T5619.
CVE-2022-2599,IT-01015,TARGETS,0.72,Isoler IT-01015 et appliquer les correctifs pour CVE-2022-2599.
CVE-2024-1054,IT-02089,TARGETS,0.95,Isoler IT-02089 et appliquer les correctifs pour CVE-2024-1054.
T7107,IT-09443,TARGETS,0.8,Isoler IT-09443 et appliquer les correctifs pour T7107.
CVE-2020-5591,IT-07142,TARGETS,0.78,Isoler IT-07142 et appliquer les correctifs pour CVE-2020-5591.
T4650,IT-09925,TARGETS,0.52,Isoler IT-09925 et appliquer les correctifs pour T4650.
CVE-2023-8899,IT-02186,TARGETS,0.69,Isoler IT-02186 et appliquer les correctifs pour CVE-2023-8899.
T2344,IT-01070,TARGETS,0.94,Isoler IT-01070 et appliquer les correctifs pour T2344.
T1156,IT-03918,TARGETS,0.51,Isoler IT-03918 et appliquer les correctifs pour T1156.
CVE-2020-5674,IT-00904,TARGETS,0.58,Isoler IT-00904 et appliquer les correctifs pour CVE-2020-5674.
T6956,IT-02568,TARGETS,0.85,Isoler IT-02568 et appliquer les correctifs pour T6956.
T7848,IT-07940,TARGETS,0.82,Isoler IT-07940 et appliquer les correctifs pour T7848.
T2760,IT-08819,TARGETS,0.79,Isoler IT-08819 et appliquer les correctifs pour T2760.
CVE-2021-1825,IT-09049,TARGETS,0.82,Isoler IT-09049 et appliquer les correctifs pour CVE-2021-1825.
CVE-2021-4559,IT-00880,TARGETS,0.96,Isoler IT-00880 et appliquer les correctifs pour CVE-2021-4559.
CVE-2024-9596,IT-04421,TARGETS,0.59,Isoler IT-04421 et appliquer les correctifs pour CVE-2024-9596.
CVE-2021-9447,IT-05219,TARGETS,0.56,Isoler IT-05219 et appliquer les correctifs pour CVE-2021-9447.
CVE-2023-6749,IT-01398,TARGETS,0.66,Isoler IT-01398 et appliquer les correctifs pour CVE-2023-6749.
T2325,IT-01879,TARGETS,0.96,Isoler IT-01879 et appliquer les correctifs pour T2325.
T7874,IT-04928,TARGETS,1.0,Isoler IT-04928 et appliquer les correctifs pour T7874.
CVE-2022-9385,IT-09890,TARGETS,0.87,Isoler IT-09890 et appliquer les correctifs pour CVE-2022-9385.
T1291,IT-03664,TARGETS,0.69,Isoler IT-03664 et appliquer les correctifs pour T1291.
CVE-2025-9634,IT-04676,TARGETS,0.71,Isoler IT-04676 et appliquer les correctifs pour CVE-2025-9634.
T6927,IT-08784,TARGETS,0.93,Isoler IT-08784 et appliquer les correctifs pour T6927.
CVE-2024-1389,IT-03744,TARGETS,0.97,Isoler IT-03744 et appliquer les correctifs pour CVE-2024-1389.
CVE-2024-4233,IT-04993,TARGETS,0.78,Isoler IT-04993 et appliquer les correctifs pour CVE-2024-4233.
T6956,IT-09032,TARGETS,0.99,Isoler IT-09032 et appliquer les correctifs pour T6956.
CVE-2020-7631,IT-02650,TARGETS,0.6,Isoler IT-02650 et appliquer les correctifs pour CVE-2020-7631.
CVE-2025-7992,IT-00160,TARGETS,0.52,Isoler IT-00160 et appliquer les correctifs pour CVE-2025-7992.
T3143,IT-06658,TARGETS,0.54,Isoler IT-06658 et appliquer les correctifs pour T3143.
CVE-2022-1361,IT-00864,TARGETS,0.62,Isoler IT-00864 et appliquer les correctifs pour CVE-2022-1361.
T3075,IT-08586,TARGETS,0.93,Isoler IT-08586 et appliquer les correctifs pour T3075.
T1876,IT-04870,TARGETS,0.75,Isoler IT-04870 et appliquer les correctifs pour T1876.
T5933,IT-04965,TARGETS,0.6,Isoler IT-04965 et appliquer les correctifs pour T5933.
CVE-2025-7034,IT-08806,TARGETS,0.85,Isoler IT-08806 et appliquer les correctifs pour CVE-2025-7034.
CVE-2021-3526,IT-03689,TARGETS,0.93,Isoler IT-03689 et appliquer les correctifs pour CVE-2021-3526.
T9524,IT-06200,TARGETS,0.7,Isoler IT-06200 et appliquer les correctifs pour T9524.
T1277,IT-03788,TARGETS,0.67,Isoler IT-03788 et appliquer les correctifs pour T1277.
T6956,IT-02068,TARGETS,0.68,Isoler IT-02068 et appliquer les correctifs pour T6956.
CVE-2023-5391,IT-01447,TARGETS,0.62,Isoler IT-01447 et appliquer les correctifs pour CVE-2023-5391.
T2281,IT-08243,TARGETS,0.94,Isoler IT-08243 et appliquer les correctifs pour T2281.
T3645,IT-08239,TARGETS,0.57,Isoler IT-08239 et appliquer les correctifs pour T3645.
CVE-2022-5174,IT-07949,TARGETS,0.59,Isoler IT-07949 et appliquer les correctifs pour CVE-2022-5174.
CVE-2023-3544,IT-02666,TARGETS,0.95,Isoler IT-02666 et appliquer les correctifs pour CVE-2023-3544.
T9256,IT-05935,TARGETS,0.74,Isoler IT-05935 et appliquer les correctifs pour T9256.
CVE-2025-9217,IT-03663,TARGETS,0.93,Isoler IT-03663 et appliquer les correctifs pour CVE-2025-9217.
CVE-2021-8760,IT-07698,TARGETS,0.63,Isoler IT-07698 et appliquer les correctifs pour CVE-2021-8760.
T1168,IT-03090,TARGETS,0.55,Isoler IT-03090 et appliquer les correctifs pour T1168.
CVE-2024-6680,IT-01156,TARGETS,0.71,Isoler IT-01156 et appliquer les correctifs pour CVE-2024-6680.
CVE-2022-3533,IT-02589,TARGETS,0.88,Isoler IT-02589 et appliquer les correctifs pour CVE-2022-3533.
CVE-2025-5017,IT-04466,TARGETS,1.0,Isoler IT-04466 et appliquer les correctifs pour CVE-2025-5017.
CVE-2024-9947,IT-09337,TARGETS,0.84,Isoler IT-09337 et appliquer les correctifs pour CVE-2024-9947.
T1340,IT-05412,TARGETS,0.86,Isoler IT-05412 et appliquer les correctifs pour T1340.
T3270,IT-01637,TARGETS,0.76,Isoler IT-01637 et appliquer les correctifs pour T3270.
T7915,IT-01056,TARGETS,0.73,Isoler IT-01056 et appliquer les correctifs pour T7915.
CVE-2024-3260,IT-06402,TARGETS,0.71,Isoler IT-06402 et appliquer les correctifs pour CVE-2024-3260.
T2553,IT-07817,TARGETS,0.63,Isoler IT-07817 et appliquer les correctifs pour T2553.
T4116,IT-01475,TARGETS,0.71,Isoler IT-01475 et appliquer les correctifs pour T4116.
T8216,IT-05631,TARGETS,0.67,Isoler IT-05631 et appliquer les correctifs pour T8216.
CVE-2025-8862,IT-00509,TARGETS,0.72,Isoler IT-00509 et appliquer les correctifs pour CVE-2025-8862.
T2838,IT-07098,TARGETS,0.8,Isoler IT-07098 et appliquer les correctifs pour T2838.
T3544,IT-03177,TARGETS,0.53,Isoler IT-03177 et appliquer les correctifs pour T3544.
CVE-2020-5608,IT-07352,TARGETS,0.68,Isoler IT-07352 et appliquer les correctifs pour CVE-2020-5608.
T2777,IT-05821,TARGETS,0.72,Isoler IT-05821 et appliquer les correctifs pour T2777.
T9104,IT-04942,TARGETS,0.99,Isoler IT-04942 et appliquer les correctifs pour T9104.
CVE-2020-7240,IT-09512,TARGETS,0.97,Isoler IT-09512 et appliquer les correctifs pour CVE-2020-7240.
CVE-2024-7903,IT-00399,TARGETS,1.0,Isoler IT-00399 et appliquer les correctifs pour CVE-2024-7903.
T6810,IT-04514,TARGETS,0.86,Isoler IT-04514 et appliquer les correctifs pour T6810.
CVE-2023-3622,IT-06766,TARGETS,0.62,Isoler IT-06766 et appliquer les correctifs pour CVE-2023-3622.
T4990,IT-08302,TARGETS,0.57,Isoler IT-08302 et appliquer les correctifs pour T4990.
T4563,IT-07935,TARGETS,0.78,Isoler IT-07935 et appliquer les correctifs pour T4563.
CVE-2023-5732,IT-09859,TARGETS,0.53,Isoler IT-09859 et appliquer les correctifs pour CVE-2023-5732.
CVE-2021-1927,IT-01219,TARGETS,0.52,Isoler IT-01219 et appliquer les correctifs pour CVE-2021-1927.
CVE-2024-7903,IT-05369,TARGETS,0.9,Isoler IT-05369 et appliquer les correctifs pour CVE-2024-7903.
T1306,IT-08084,TARGETS,0.58,Isoler IT-08084 et appliquer les correctifs pour T1306.
CVE-2022-2281,IT-03630,TARGETS,0.55,Isoler IT-03630 et appliquer les correctifs pour CVE-2022-2281.
CVE-2023-4955,IT-06680,TARGETS,0.7,Isoler IT-06680 et appliquer les correctifs pour CVE-2023-4955.
T3137,IT-06588,TARGETS,0.59,Isoler IT-06588 et appliquer les correctifs pour T3137.
CVE-2024-5137,IT-09762,TARGETS,0.91,Isoler IT-09762 et appliquer les correctifs pour CVE-2024-5137.
T2688,IT-09433,TARGETS,0.93,Isoler IT-09433 et appliquer les correctifs pour T2688.
CVE-2025-9634,IT-00899,TARGETS,0.66,Isoler IT-00899 et appliquer les correctifs pour CVE-2025-9634.
T8712,IT-01977,TARGETS,0.51,Isoler IT-01977 et appliquer les correctifs pour T8712.
CVE-2025-7941,IT-04803,TARGETS,0.58,Isoler IT-04803 et appliquer les correctifs pour CVE-2025-7941.
T6439,IT-01963,TARGETS,0.95,Isoler IT-01963 et appliquer les correctifs pour T6439.
CVE-2017-0144,IT-07233,TARGETS,0.58,Isoler IT-07233 et appliquer les correctifs pour CVE-2017-0144.
T2129,IT-06615,TARGETS,0.84,Isoler IT-06615 et appliquer les correctifs pour T2129.
T8204,IT-03301,TARGETS,0.56,Isoler IT-03301 et appliquer les correctifs pour T8204.
T2812,IT-02170,TARGETS,0.81,Isoler IT-02170 et appliquer les correctifs pour T2812.
CVE-2022-4476,IT-07948,TARGETS,0.89,Isoler IT-07948 et appliquer les correctifs pour CVE-2022-4476.
T8216,IT-06602,TARGETS,0.87,Isoler IT-06602 et appliquer les correctifs pour T8216.
T3374,IT-09667,TARGETS,0.52,Isoler IT-09667 et appliquer les correctifs pour T3374.
CVE-2020-3954,IT-08225,TARGETS,0.98,Isoler IT-08225 et appliquer les correctifs pour CVE-2020-3954.
CVE-2024-8318,IT-02650,TARGETS,0.52,Isoler IT-02650 et appliquer les correctifs pour CVE-2024-8318.
CVE-2021-5994,IT-03531,TARGETS,0.64,Isoler IT-03531 et appliquer les correctifs pour CVE-2021-5994.
T5608,IT-04276,TARGETS,0.95,Isoler IT-04276 et appliquer les correctifs pour T5608.
T4310,IT-01160,TARGETS,0.54,Isoler IT-01160 et appliquer les correctifs pour T4310.
T9797,IT-05534,TARGETS,0.54,Isoler IT-05534 et appliquer les correctifs pour T9797.
CVE-2022-2689,IT-09364,TARGETS,0.75,Isoler IT-09364 et appliquer les correctifs pour CVE-2022-2689.
T7520,IT-04008,TARGETS,0.64,Isoler IT-04008 et appliquer les correctifs pour T7520.
T1151,IT-01342,TARGETS,1.0,Isoler IT-01342 et appliquer les correctifs pour T1151.
CVE-2020-5019,IT-06603,TARGETS,0.76,Isoler IT-06603 et appliquer les correctifs pour CVE-2020-5019.
T5799,IT-06477,TARGETS,0.78,Isoler IT-06477 et appliquer les correctifs pour T5799.
T6353,IT-07018,TARGETS,0.88,Isoler IT-07018 et appliquer les correctifs pour T6353.
CVE-2021-6954,IT-04223,TARGETS,0.61,Isoler IT-04223 et appliquer les correctifs pour CVE-2021-6954.
CVE-2024-6122,IT-05274,TARGETS,0.88,Isoler IT-05274 et appliquer les correctifs pour CVE-2024-6122.
T2875,IT-01528,TARGETS,0.98,Isoler IT-01528 et appliquer les correctifs pour T2875.
T2696,IT-09514,TARGETS,0.54,Isoler IT-09514 et appliquer les correctifs pour T2696.
CVE-2025-9428,IT-06993,TARGETS,1.0,Isoler IT-06993 et appliquer les correctifs pour CVE-2025-9428.
T5542,IT-09370,TARGETS,0.81,Isoler IT-09370 et appliquer les correctifs pour T5542.
CVE-2021-6988,IT-00524,TARGETS,0.53,Isoler IT-00524 et appliquer les correctifs pour CVE-2021-6988.
T5648,IT-07931,TARGETS,0.58,Isoler IT-07931 et appliquer les correctifs pour T5648.
T6671,IT-00145,TARGETS,0.62,Isoler IT-00145 et appliquer les correctifs pour T6671.
T8164,IT-06478,TARGETS,0.83,Isoler IT-06478 et appliquer les correctifs pour T8164.
CVE-2025-3249,IT-05313,TARGETS,0.93,Isoler IT-05313 et appliquer les correctifs pour CVE-2025-3249.
CVE-2021-1479,IT-05569,TARGETS,0.9,Isoler IT-05569 et appliquer les correctifs pour CVE-2021-1479.
CVE-2019-11510,IT-04387,TARGETS,0.95,Isoler IT-04387 et appliquer les correctifs pour CVE-2019-11510.
T1190,IT-00600,TARGETS,0.95,Isoler IT-00600 et appliquer les correctifs pour T1190.
T1557,IT-08672,TARGETS,0.89,Isoler IT-08672 et appliquer les correctifs pour T1557.
T3776,IT-08034,TARGETS,0.85,Isoler IT-08034 et appliquer les correctifs pour T3776.
CVE-2024-7889,IT-08830,TARGETS,0.69,Isoler IT-08830 et appliquer les correctifs pour CVE-2024-7889.
CVE-2021-4016,IT-01547,TARGETS,0.76,Isoler IT-01547 et appliquer les correctifs pour CVE-2021-4016.
T1156,IT-02618,TARGETS,0.63,Isoler IT-02618 et appliquer les correctifs pour T1156.
CVE-2023-2315,IT-02843,TARGETS,0.78,Isoler IT-02843 et appliquer les correctifs pour CVE-2023-2315.
T6074,IT-09987,TARGETS,0.9,Isoler IT-09987 et appliquer les correctifs pour T6074.
CVE-2024-9413,IT-03847,TARGETS,0.72,Isoler IT-03847 et appliquer les correctifs pour CVE-2024-9413.
CVE-2020-7009,IT-09451,TARGETS,0.74,Isoler IT-09451 et appliquer les correctifs pour CVE-2020-7009.
CVE-2021-7369,IT-00213,TARGETS,0.53,Isoler IT-00213 et appliquer les correctifs pour CVE-2021-7369.
CVE-2025-7941,IT-00632,TARGETS,0.84,Isoler IT-00632 et appliquer les correctifs pour CVE-2025-7941.
T8493,IT-05536,TARGETS,0.55,Isoler IT-05536 et appliquer les correctifs pour T8493.
CVE-2024-9947,IT-05754,TARGETS,0.88,Isoler IT-05754 et appliquer les correctifs pour CVE-2024-9947.
CVE-2020-3954,IT-08100,TARGETS,0.77,Isoler IT-08100 et appliquer les correctifs pour CVE-2020-3954.
CVE-2021-4930,IT-00682,TARGETS,0.97,Isoler IT-00682 et appliquer les correctifs pour CVE-2021-4930.
T2760,IT-02470,TARGETS,0.98,Isoler IT-02470 et appliquer les correctifs pour T2760.
T4523,IT-06491,TARGETS,0.89,Isoler IT-06491 et appliquer les correctifs pour T4523.
T8712,IT-00916,TARGETS,0.94,Isoler IT-00916 et appliquer les correctifs pour T8712.
CVE-2022-4283,IT-04555,TARGETS,0.6,Isoler IT-04555 et appliquer les correctifs pour CVE-2022-4283.
T2281,IT-05816,TARGETS,0.76,Isoler IT-05816 et appliquer les correctifs pour T2281.
T5349,IT-03851,TARGETS,0.86,Isoler IT-03851 et appliquer les correctifs pour T5349.
CVE-2021-6678,IT-02054,TARGETS,0.63,Isoler IT-02054 et appliquer les correctifs pour CVE-2021-6678.
T3568,IT-05448,TARGETS,0.61,Isoler IT-05448 et appliquer les correctifs pour T3568.
CVE-2021-4559,IT-05764,TARGETS,0.83,Isoler IT-05764 et appliquer les correctifs pour CVE-2021-4559.
T3038,IT-08441,TARGETS,0.93,Isoler IT-08441 et appliquer les correctifs pour T3038.
T1190,IT-06358,TARGETS,0.76,Isoler IT-06358 et appliquer les correctifs pour T1190.
T8856,IT-05955,TARGETS,0.76,Isoler IT-05955 et appliquer les correctifs pour T8856.
T8536,IT-09639,TARGETS,0.71,Isoler IT-09639 et appliquer les correctifs pour T8536.
CVE-2021-4016,IT-01722,TARGETS,0.58,Isoler IT-01722 et appliquer les correctifs pour CVE-2021-4016.
CVE-2023-1240,IT-02878,TARGETS,0.84,Isoler IT-02878 et appliquer les correctifs pour CVE-2023-1240.
CVE-2022-2745,IT-07516,TARGETS,0.64,Isoler IT-07516 et appliquer les correctifs pour CVE-2022-2745.
CVE-2025-3301,IT-04731,TARGETS,0.99,Isoler IT-04731 et appliquer les correctifs pour CVE-2025-3301.
T7464,IT-03520,TARGETS,0.92,Isoler IT-03520 et appliquer les correctifs pour T7464.
CVE-2022-3490,IT-09351,TARGETS,0.52,Isoler IT-09351 et appliquer les correctifs pour CVE-2022-3490.
CVE-2024-4172,IT-08423,TARGETS,0.78,Isoler IT-08423 et appliquer les correctifs pour CVE-2024-4172.
